model,resolution,category,gmacs,pct_of_total
resnet101d,128,head,0.0000,0.00
resnet101d,160,conv,3.9188,95.14
resnet101d,160,downsample,0.1850,4.49
resnet101d,160,norm,0.0150,0.36
resnet101d,160,other,0.0001,0.00
resnet101d,160,head,0.0000,0.00
resnet101d,224,conv,7.6809,95.14
resnet101d,224,downsample,0.3627,4.49
resnet101d,224,norm,0.0295,0.36
resnet101d,224,other,0.0001,0.00
resnet101d,224,head,0.0000,0.00
resnet101d,256,conv,10.0323,95.14
resnet101d,256,downsample,0.4737,4.49
resnet101d,256,norm,0.0385,0.36
resnet101d,256,other,0.0001,0.00
resnet101d,256,head,0.0000,0.00
resnet101d,384,conv,22.5726,95.14
resnet101d,384,downsample,1.0658,4.49
resnet101d,384,norm,0.0866,0.36
resnet101d,384,other,0.0003,0.00
resnet101d,384,head,0.0000,0.00
resnet101d,512,conv,40.1290,95.14
resnet101d,512,downsample,1.8948,4.49
resnet101d,512,norm,0.1539,0.36
resnet101d,512,other,0.0005,0.00
resnet101d,512,head,0.0000,0.00
resnet101d,768,conv,90.2903,95.14
resnet101d,768,downsample,4.2632,4.49
resnet101d,768,norm,0.3462,0.36
resnet101d,768,other,0.0012,0.00
resnet101d,768,head,0.0000,0.00
resnet101d,1024,conv,160.5160,95.14
resnet101d,1024,downsample,7.5791,4.49
resnet101d,1024,norm,0.6155,0.36
resnet101d,1024,other,0.0021,0.00
resnet101d,1024,head,0.0000,0.00
resnet200d,64,conv,1.2153,97.23
resnet200d,64,downsample,0.0296,2.37
resnet200d,64,norm,0.0050,0.40
resnet200d,64,other,0.0000,0.00
resnet200d,64,head,0.0000,0.00
resnet200d,96,conv,2.7344,97.23
resnet200d,96,downsample,0.0666,2.37
resnet200d,96,norm,0.0113,0.40
resnet200d,96,other,0.0000,0.00
resnet200d,96,head,0.0000,0.00
resnet200d,128,conv,4.8611,97.23
resnet200d,128,downsample,0.1184,2.37
resnet200d,128,norm,0.0200,0.40
resnet200d,128,other,0.0000,0.00
resnet200d,128,head,0.0000,0.00
resnet200d,160,conv,7.5954,97.23
resnet200d,160,downsample,0.1850,2.37
resnet200d,160,norm,0.0313,0.40
resnet200d,160,other,0.0001,0.00
resnet200d,160,head,0.0000,0.00
resnet200d,224,conv,14.8870,97.23
resnet200d,224,downsample,0.3627,2.37
resnet200d,224,norm,0.0614,0.40
resnet200d,224,other,0.0001,0.00
resnet200d,224,head,0.0000,0.00
resnet200d,256,conv,19.4443,97.23
resnet200d,256,downsample,0.4737,2.37
resnet200d,256,norm,0.0802,0.40
resnet200d,256,other,0.0001,0.00
resnet200d,256,head,0.0000,0.00
resnet200d,384,conv,43.7496,97.23
resnet200d,384,downsample,1.0658,2.37
resnet200d,384,norm,0.1803,0.40
resnet200d,384,other,0.0003,0.00
resnet200d,384,head,0.0000,0.00
resnet200d,512,conv,77.7771,97.23
resnet200d,512,downsample,1.8948,2.37
resnet200d,512,norm,0.3206,0.40
resnet200d,512,other,0.0005,0.00
resnet200d,512,head,0.0000,0.00
resnet200d,768,conv,174.9984,97.23
resnet200d,768,downsample,4.2632,2.37
resnet200d,768,norm,0.7214,0.40
resnet200d,768,other,0.0012,0.00
resnet200d,768,head,0.0000,0.00
resnet200d,1024,conv,311.1083,97.23
resnet200d,1024,downsample,7.5791,2.37
resnet200d,1024,norm,1.2824,0.40
resnet200d,1024,other,0.0021,0.00
resnet200d,1024,head,0.0000,0.00
mobilevitv2_200,64,conv,0.2833,62.80
mobilevitv2_200,64,ffn_mlp,0.0845,18.73
mobilevitv2_200,64,attention_other,0.0630,13.96
mobilevitv2_200,64,other,0.0152,3.37
mobilevitv2_200,64,patch_embed,0.0018,0.39
mobilevitv2_200,64,norm,0.0001,0.03
mobilevitv2_200,64,head,0.0000,0.00
mobilevitv2_200,96,conv,0.6412,60.42
mobilevitv2_200,96,ffn_mlp,0.2123,20.00
mobilevitv2_200,96,attention_other,0.1582,14.91
mobilevitv2_200,96,other,0.0379,3.57
mobilevitv2_200,96,patch_embed,0.0040,0.38
mobilevitv2_200,96,norm,0.0003,0.03
mobilevitv2_200,96,head,0.0000,0.00
mobilevitv2_200,128,conv,1.1333,62.80
mobilevitv2_200,128,ffn_mlp,0.3381,18.73
mobilevitv2_200,128,attention_other,0.2519,13.96
mobilevitv2_200,128,other,0.0608,3.37
mobilevitv2_200,128,patch_embed,0.0071,0.39
mobilevitv2_200,128,norm,0.0005,0.03
mobilevitv2_200,128,head,0.0000,0.00
mobilevitv2_200,160,conv,1.7767,61.43
mobilevitv2_200,160,ffn_mlp,0.5630,19.47
mobilevitv2_200,160,attention_other,0.4196,14.51
mobilevitv2_200,160,other,0.1008,3.48
mobilevitv2_200,160,patch_embed,0.0111,0.38
mobilevitv2_200,160,norm,0.0008,0.03
mobilevitv2_200,160,head,0.0000,0.00
mobilevitv2_200,224,conv,3.4789,61.84
mobilevitv2_200,224,ffn_mlp,1.0828,19.25
mobilevitv2_200,224,attention_other,0.8069,14.34
mobilevitv2_200,224,other,0.1941,3.45
mobilevitv2_200,224,patch_embed,0.0217,0.39
mobilevitv2_200,224,norm,0.0015,0.03
mobilevitv2_200,224,head,0.0001,0.00
mobilevitv2_200,256,conv,4.5334,62.80
mobilevitv2_200,256,ffn_mlp,1.3523,18.73
mobilevitv2_200,256,attention_other,1.0076,13.96
mobilevitv2_200,256,other,0.2433,3.37
mobilevitv2_200,256,patch_embed,0.0283,0.39
mobilevitv2_200,256,norm,0.0020,0.03
mobilevitv2_200,256,head,0.0001,0.00
mobilevitv2_200,384,conv,10.2000,62.80
mobilevitv2_200,384,ffn_mlp,3.0428,18.73
mobilevitv2_200,384,attention_other,2.2672,13.96
mobilevitv2_200,384,other,0.5474,3.37
mobilevitv2_200,384,patch_embed,0.0637,0.39
mobilevitv2_200,384,norm,0.0044,0.03
mobilevitv2_200,384,head,0.0001,0.00
mobilevitv2_200,512,conv,18.1334,62.80
mobilevitv2_200,512,ffn_mlp,5.4093,18.73
mobilevitv2_200,512,attention_other,4.0306,13.96
mobilevitv2_200,512,other,0.9731,3.37
mobilevitv2_200,512,patch_embed,0.1132,0.39
mobilevitv2_200,512,norm,0.0079,0.03
mobilevitv2_200,512,head,0.0003,0.00
mobilevitv2_200,768,conv,40.8002,62.80
mobilevitv2_200,768,ffn_mlp,12.1710,18.73
mobilevitv2_200,768,attention_other,9.0688,13.96
mobilevitv2_200,768,other,2.1894,3.37
mobilevitv2_200,768,patch_embed,0.2548,0.39
mobilevitv2_200,768,norm,0.0177,0.03
mobilevitv2_200,768,head,0.0006,0.00
mobilevitv2_200,1024,conv,72.5337,62.80
mobilevitv2_200,1024,ffn_mlp,21.6374,18.73
mobilevitv2_200,1024,attention_other,16.1224,13.96
mobilevitv2_200,1024,other,3.8923,3.37
mobilevitv2_200,1024,patch_embed,0.4530,0.39
mobilevitv2_200,1024,norm,0.0315,0.03
mobilevitv2_200,1024,head,0.0010,0.00
